obaf_number,source_af_type,number_arguments,cycle_probability,instance_number,beta,base_degree,semantics,reliability,number_of_agents,distribution_type,truth_extension,cosar_base_score,cosar_na_score,cosar_bayesian_score,wct_score,css_score
265,BA,10,0.3,2,,,PR,0.6,5,uniform,a3|a4|a5|a6|a7|a8,1,1,0,0,1
266,BA,10,0.3,2,,,PR,0.6,5,average,a0|a3|a4|a6|a7|a9,0,0,0,0,0
267,BA,10,0.3,2,,,PR,0.6,10,uniform,a0|a3|a4|a5|a6|a7,0,0,0,0,1
268,BA,10,0.3,2,,,PR,0.6,10,average,a3|a4|a5|a6|a7|a8,1,1,1,0,1
269,BA,10,0.3,2,,,PR,0.6,15,uniform,a0|a3|a4|a5|a6|a7,1,1,1,0,1
270,BA,10,0.3,2,,,PR,0.6,15,average,a0|a3|a4|a6|a7|a9,1,1,1,0,1
271,BA,10,0.3,2,,,PR,0.6,20,uniform,a0|a3|a4|a6|a7|a9,1,1,1,0,1
272,BA,10,0.3,2,,,PR,0.6,20,average,a3|a4|a5|a6|a7|a8,1,1,1,0,1
273,BA,10,0.3,2,,,PR,0.6,25,uniform,a0|a3|a4|a5|a6|a7,1,1,1,0,1
274,BA,10,0.3,2,,,PR,0.6,25,average,a3|a4|a6|a7|a8|a9,1,1,1,0,1
275,BA,10,0.3,2,,,PR,0.6,30,uniform,a0|a3|a4|a5|a6|a7,1,1,1,0,1
276,BA,10,0.3,2,,,PR,0.6,30,average,a0|a3|a4|a5|a6|a7,1,1,1,0,1
277,BA,10,0.3,2,,,PR,0.7,5,uniform,a0|a3|a4|a5|a6|a7,1,1,1,0,1
278,BA,10,0.3,2,,,PR,0.7,5,average,a3|a4|a6|a7|a8|a9,1,1,1,0,1
279,BA,10,0.3,2,,,PR,0.7,10,uniform,a3|a4|a5|a6|a7|a8,1,1,1,0,1
280,BA,10,0.3,2,,,PR,0.7,10,average,a0|a3|a4|a6|a7|a9,1,1,1,0,1
281,BA,10,0.3,2,,,PR,0.7,15,uniform,a0|a3|a4|a5|a6|a7,1,1,1,0,1
282,BA,10,0.3,2,,,PR,0.7,15,average,a0|a3|a4|a5|a6|a7,1,1,1,0,1
283,BA,10,0.3,2,,,PR,0.7,20,uniform,a0|a3|a4|a6|a7|a9,1,1,1,0,1
284,BA,10,0.3,2,,,PR,0.7,20,average,a3|a4|a6|a7|a8|a9,1,1,1,0,1
285,BA,10,0.3,2,,,PR,0.7,25,uniform,a3|a4|a6|a7|a8|a9,1,1,1,0,1
286,BA,10,0.3,2,,,PR,0.7,25,average,a3|a4|a5|a6|a7|a8,1,1,1,0,1
287,BA,10,0.3,2,,,PR,0.7,30,uniform,a0|a3|a4|a5|a6|a7,1,1,1,0,1
288,BA,10,0.3,2,,,PR,0.7,30,average,a3|a4|a6|a7|a8|a9,1,1,1,0,1
289,BA,10,0.3,2,,,PR,0.8,5,uniform,a3|a4|a6|a7|a8|a9,1,1,1,0,1
290,BA,10,0.3,2,,,PR,0.8,5,average,a3|a4|a5|a6|a7|a8,1,1,1,0,1
291,BA,10,0.3,2,,,PR,0.8,10,uniform,a3|a4|a6|a7|a8|a9,1,1,1,0,1
292,BA,10,0.3,2,,,PR,0.8,10,average,a3|a4|a5|a6|a7|a8,1,1,1,0,1
293,BA,10,0.3,2,,,PR,0.8,15,uniform,a3|a4|a5|a6|a7|a8,1,1,1,0,1
294,BA,10,0.3,2,,,PR,0.8,15,average,a3|a4|a6|a7|a8|a9,1,1,1,0,1
295,BA,10,0.3,2,,,PR,0.8,20,uniform,a0|a3|a4|a6|a7|a9,1,1,1,0,1
296,BA,10,0.3,2,,,PR,0.8,20,average,a3|a4|a6|a7|a8|a9,1,1,1,0,1
297,BA,10,0.3,2,,,PR,0.8,25,uniform,a0|a3|a4|a5|a6|a7,1,1,1,0,1
298,BA,10,0.3,2,,,PR,0.8,25,average,a0|a3|a4|a5|a6|a7,1,1,1,0,1
299,BA,10,0.3,2,,,PR,0.8,30,uniform,a3|a4|a5|a6|a7|a8,1,1,1,0,1
300,BA,10,0.3,2,,,PR,0.8,30,average,a0|a3|a4|a5|a6|a7,1,1,1,0,1
301,BA,10,0.3,2,,,PR,0.9,5,uniform,a0|a3|a4|a6|a7|a9,1,1,1,0,1
302,BA,10,0.3,2,,,PR,0.9,5,average,a3|a4|a6|a7|a8|a9,1,1,1,0,1
303,BA,10,0.3,2,,,PR,0.9,10,uniform,a0|a3|a4|a5|a6|a7,1,1,1,0,1
304,BA,10,0.3,2,,,PR,0.9,10,average,a3|a4|a6|a7|a8|a9,1,1,1,0,1
305,BA,10,0.3,2,,,PR,0.9,15,uniform,a3|a4|a5|a6|a7|a8,1,1,1,0,1
306,BA,10,0.3,2,,,PR,0.9,15,average,a0|a3|a4|a5|a6|a7,1,1,1,0,1
307,BA,10,0.3,2,,,PR,0.9,20,uniform,a0|a3|a4|a6|a7|a9,1,1,1,0,1
308,BA,10,0.3,2,,,PR,0.9,20,average,a0|a3|a4|a6|a7|a9,1,1,1,0,1
309,BA,10,0.3,2,,,PR,0.9,25,uniform,a0|a3|a4|a5|a6|a7,1,1,1,0,1
310,BA,10,0.3,2,,,PR,0.9,25,average,a0|a3|a4|a5|a6|a7,1,1,1,0,1
311,BA,10,0.3,2,,,PR,0.9,30,uniform,a0|a3|a4|a6|a7|a9,1,1,1,0,1
312,BA,10,0.3,2,,,PR,0.9,30,average,a3|a4|a6|a7|a8|a9,1,1,1,0,1
313,BA,10,0.3,2,,,PR,1.0,5,uniform,a0|a3|a4|a6|a7|a9,1,1,1,0,1
314,BA,10,0.3,2,,,PR,1.0,5,average,a0|a3|a4|a6|a7|a9,1,1,1,0,1
315,BA,10,0.3,2,,,PR,1.0,10,uniform,a3|a4|a6|a7|a8|a9,1,1,1,0,1
316,BA,10,0.3,2,,,PR,1.0,10,average,a0|a3|a4|a5|a6|a7,1,1,1,0,1
317,BA,10,0.3,2,,,PR,1.0,15,uniform,a3|a4|a6|a7|a8|a9,1,1,1,0,1
318,BA,10,0.3,2,,,PR,1.0,15,average,a0|a3|a4|a5|a6|a7,1,1,1,0,1
319,BA,10,0.3,2,,,PR,1.0,20,uniform,a3|a4|a5|a6|a7|a8,1,1,1,0,1
320,BA,10,0.3,2,,,PR,1.0,20,average,a0|a3|a4|a5|a6|a7,1,1,1,0,1
321,BA,10,0.3,2,,,PR,1.0,25,uniform,a3|a4|a5|a6|a7|a8,1,1,1,0,1
322,BA,10,0.3,2,,,PR,1.0,25,average,a0|a3|a4|a6|a7|a9,1,1,1,0,1
323,BA,10,0.3,2,,,PR,1.0,30,uniform,a0|a3|a4|a6|a7|a9,1,1,1,0,1
324,BA,10,0.3,2,,,PR,1.0,30,average,a0|a3|a4|a6|a7|a9,1,1,1,0,1
325,BA,10,0.3,2,,,CO,0.2,5,uniform,a3|a4|a6|a7,0,0,0,0,0
326,BA,10,0.3,2,,,CO,0.2,5,average,a3|a4|a6|a7|a9,0,0,0,0,0
327,BA,10,0.3,2,,,CO,0.2,10,uniform,a3|a4|a5|a6|a7|a8,0,0,0,0,0
328,BA,10,0.3,2,,,CO,0.2,10,average,a3|a4|a5|a6|a7|a8,0,0,0,0,0
329,BA,10,0.3,2,,,CO,0.2,15,uniform,a0|a3|a4|a6|a7|a9,0,0,0,0,0
330,BA,10,0.3,2,,,CO,0.2,15,average,a0|a3|a4|a6|a7|a9,0,0,0,0,0
331,BA,10,0.3,2,,,CO,0.2,20,uniform,a0|a3|a4|a6|a7|a9,0,0,0,0,0
332,BA,10,0.3,2,,,CO,0.2,20,average,a3|a4|a6|a7|a8|a9,0,0,0,0,0
333,BA,10,0.3,2,,,CO,0.2,25,uniform,a3|a4|a6|a7|a9,0,0,0,0,0
334,BA,10,0.3,2,,,CO,0.2,25,average,a0|a3|a4|a6|a7|a9,0,0,0,0,0
335,BA,10,0.3,2,,,CO,0.2,30,uniform,a0|a3|a4|a6|a7,0,0,0,0,0
336,BA,10,0.3,2,,,CO,0.2,30,average,a3|a4|a6|a7|a9,0,0,0,0,0
337,BA,10,0.3,2,,,CO,0.3,5,uniform,a3|a4|a5|a6|a7|a8,0,0,0,0,0
338,BA,10,0.3,2,,,CO,0.3,5,average,a0|a3|a4|a5|a6|a7,0,0,0,0,0
339,BA,10,0.3,2,,,CO,0.3,10,uniform,a3|a4|a6|a7,0,0,0,0,0
340,BA,10,0.3,2,,,CO,0.3,10,average,a0|a3|a4|a6|a7,0,0,0,0,0
341,BA,10,0.3,2,,,CO,0.3,15,uniform,a3|a4|a6|a7|a9,0,0,0,0,0
342,BA,10,0.3,2,,,CO,0.3,15,average,a3|a4|a6|a7|a8|a9,0,0,0,0,0
343,BA,10,0.3,2,,,CO,0.3,20,uniform,a3|a4|a5|a6|a7,0,0,0,0,0
344,BA,10,0.3,2,,,CO,0.3,20,average,a3|a4|a6|a7|a9,0,0,0,0,0
345,BA,10,0.3,2,,,CO,0.3,25,uniform,a0|a3|a4|a5|a6|a7,0,0,0,0,0
346,BA,10,0.3,2,,,CO,0.3,25,average,a0|a3|a4|a6|a7,0,0,0,0,0
347,BA,10,0.3,2,,,CO,0.3,30,uniform,a0|a3|a4|a6|a7,0,0,0,0,0
348,BA,10,0.3,2,,,CO,0.3,30,average,a3|a4|a5|a6|a7,0,0,0,0,0
349,BA,10,0.3,2,,,CO,0.4,5,uniform,a0|a3|a4|a6|a7,0,0,0,0,0
350,BA,10,0.3,2,,,CO,0.4,5,average,a0|a3|a4|a6|a7,0,0,0,0,0
351,BA,10,0.3,2,,,CO,0.4,10,uniform,a0|a3|a4|a5|a6|a7,0,0,0,0,0
352,BA,10,0.3,2,,,CO,0.4,10,average,a3|a4|a6|a7|a8|a9,0,0,0,0,0
353,BA,10,0.3,2,,,CO,0.4,15,uniform,a3|a4|a6|a7|a8|a9,0,0,0,0,0
354,BA,10,0.3,2,,,CO,0.4,15,average,a3|a4|a6|a7,0,0,0,0,0
355,BA,10,0.3,2,,,CO,0.4,20,uniform,a3|a4|a6|a7|a8|a9,0,0,0,0,0
356,BA,10,0.3,2,,,CO,0.4,20,average,a3|a4|a6|a7|a8|a9,0,0,0,0,0
357,BA,10,0.3,2,,,CO,0.4,25,uniform,a3|a4|a6|a7|a8|a9,0,0,0,0,0
358,BA,10,0.3,2,,,CO,0.4,25,average,a3|a4|a6|a7|a8|a9,0,0,0,0,0
359,BA,10,0.3,2,,,CO,0.4,30,uniform,a3|a4|a5|a6|a7|a8,0,0,0,0,0
360,BA,10,0.3,2,,,CO,0.4,30,average,a3|a4|a6|a7|a8,0,0,0,0,0
361,BA,10,0.3,2,,,CO,0.5,5,uniform,a0|a3|a4|a6|a7|a9,0,0,0,0,0
362,BA,10,0.3,2,,,CO,0.5,5,average,a3|a4|a5|a6|a7,0,0,0,0,0
363,BA,10,0.3,2,,,CO,0.5,10,uniform,a0|a3|a4|a6|a7,0,0,0,0,0
364,BA,10,0.3,2,,,CO,0.5,10,average,a0|a3|a4|a5|a6|a7,0,0,0,0,0
365,BA,10,0.3,2,,,CO,0.5,15,uniform,a3|a4|a6|a7|a9,0,0,0,0,0
366,BA,10,0.3,2,,,CO,0.5,15,average,a3|a4|a6|a7|a9,0,0,0,0,0
367,BA,10,0.3,2,,,CO,0.5,20,uniform,a3|a4|a5|a6|a7|a8,0,0,0,0,0
368,BA,10,0.3,2,,,CO,0.5,20,average,a3|a4|a6|a7|a8,0,0,0,0,0
369,BA,10,0.3,2,,,CO,0.5,25,uniform,a3|a4|a6|a7|a9,0,0,0,0,0
370,BA,10,0.3,2,,,CO,0.5,25,average,a0|a3|a4|a5|a6|a7,0,0,0,0,1
371,BA,10,0.3,2,,,CO,0.5,30,uniform,a3|a4|a5|a6|a7,0,0,0,0,1
372,BA,10,0.3,2,,,CO,0.5,30,average,a0|a3|a4|a6|a7|a9,0,0,0,0,0
373,BA,10,0.3,2,,,CO,0.6,5,uniform,a3|a4|a5|a6|a7|a8,1,1,1,0,1
374,BA,10,0.3,2,,,CO,0.6,5,average,a3|a4|a6|a7|a9,0,0,0,0,1
375,BA,10,0.3,2,,,CO,0.6,10,uniform,a0|a3|a4|a6|a7|a9,1,1,1,0,0
376,BA,10,0.3,2,,,CO,0.6,10,average,a3|a4|a6|a7|a8|a9,1,1,1,0,1
377,BA,10,0.3,2,,,CO,0.6,15,uniform,a3|a4|a6|a7|a9,0,0,0,0,1
378,BA,10,0.3,2,,,CO,0.6,15,average,a3|a4|a6|a7|a9,0,0,0,0,1
379,BA,10,0.3,2,,,CO,0.6,20,uniform,a3|a4|a6|a7|a9,0,0,0,0,1
380,BA,10,0.3,2,,,CO,0.6,20,average,a0|a3|a4|a5|a6|a7,1,1,1,0,1
381,BA,10,0.3,2,,,CO,0.6,25,uniform,a3|a4|a6|a7|a8|a9,1,1,1,0,1
382,BA,10,0.3,2,,,CO,0.6,25,average,a3|a4|a5|a6|a7,0,0,0,0,1
383,BA,10,0.3,2,,,CO,0.6,30,uniform,a0|a3|a4|a5|a6|a7,1,1,1,0,1
384,BA,10,0.3,2,,,CO,0.6,30,average,a3|a4|a5|a6|a7|a8,1,1,1,0,1
385,BA,10,0.3,2,,,CO,0.7,5,uniform,a3|a4|a5|a6|a7|a8,1,1,1,0,1
386,BA,10,0.3,2,,,CO,0.7,5,average,a3|a4|a6|a7|a9,0,0,0,0,1
387,BA,10,0.3,2,,,CO,0.7,10,uniform,a3|a4|a6|a7|a8,0,0,0,0,1
388,BA,10,0.3,2,,,CO,0.7,10,average,a3|a4|a5|a6|a7,0,0,0,0,1
389,BA,10,0.3,2,,,CO,0.7,15,uniform,a3|a4|a6|a7,0,0,0,0,1
390,BA,10,0.3,2,,,CO,0.7,15,average,a3|a4|a6|a7,0,0,0,0,1
391,BA,10,0.3,2,,,CO,0.7,20,uniform,a3|a4|a6|a7,0,0,0,0,1
392,BA,10,0.3,2,,,CO,0.7,20,average,a3|a4|a6|a7|a8,0,0,0,0,1
393,BA,10,0.3,2,,,CO,0.7,25,uniform,a0|a3|a4|a5|a6|a7,1,1,1,0,1
394,BA,10,0.3,2,,,CO,0.7,25,average,a3|a4|a6|a7|a9,0,0,0,0,1
395,BA,10,0.3,2,,,CO,0.7,30,uniform,a0|a3|a4|a6|a7,0,0,0,0,1
396,BA,10,0.3,2,,,CO,0.7,30,average,a3|a4|a6|a7|a9,0,0,0,0,1
397,BA,10,0.3,2,,,CO,0.8,5,uniform,a3|a4|a5|a6|a7,0,0,0,0,1
398,BA,10,0.3,2,,,CO,0.8,5,average,a3|a4|a6|a7|a8,0,0,0,0,1
399,BA,10,0.3,2,,,CO,0.8,10,uniform,a3|a4|a6|a7|a8|a9,1,1,1,0,1
400,BA,10,0.3,2,,,CO,0.8,10,average,a3|a4|a6|a7|a9,0,0,0,0,1
401,BA,10,0.3,2,,,CO,0.8,15,uniform,a0|a3|a4|a6|a7,0,0,0,0,1
402,BA,10,0.3,2,,,CO,0.8,15,average,a0|a3|a4|a6|a7,0,0,0,0,1
403,BA,10,0.3,2,,,CO,0.8,20,uniform,a3|a4|a6|a7|a8|a9,1,1,1,0,1
404,BA,10,0.3,2,,,CO,0.8,20,average,a3|a4|a6|a7|a8,0,0,0,0,1
405,BA,10,0.3,2,,,CO,0.8,25,uniform,a0|a3|a4|a5|a6|a7,1,1,1,0,1
406,BA,10,0.3,2,,,CO,0.8,25,average,a3|a4|a6|a7|a8|a9,1,1,1,0,1
407,BA,10,0.3,2,,,CO,0.8,30,uniform,a3|a4|a6|a7,0,0,0,0,1
408,BA,10,0.3,2,,,CO,0.8,30,average,a0|a3|a4|a6|a7|a9,1,1,1,0,1
409,BA,10,0.3,2,,,CO,0.9,5,uniform,a3|a4|a6|a7|a8,0,0,0,0,1
410,BA,10,0.3,2,,,CO,0.9,5,average,a3|a4|a6|a7|a8|a9,1,1,1,0,1
411,BA,10,0.3,2,,,CO,0.9,10,uniform,a0|a3|a4|a6|a7,0,0,0,0,1
412,BA,10,0.3,2,,,CO,0.9,10,average,a0|a3|a4|a6|a7|a9,1,1,1,0,1
413,BA,10,0.3,2,,,CO,0.9,15,uniform,a3|a4|a6|a7|a8,0,0,0,0,1
414,BA,10,0.3,2,,,CO,0.9,15,average,a0|a3|a4|a5|a6|a7,1,1,1,0,1
415,BA,10,0.3,2,,,CO,0.9,20,uniform,a3|a4|a5|a6|a7,0,0,0,0,1
416,BA,10,0.3,2,,,CO,0.9,20,average,a3|a4|a5|a6|a7|a8,1,1,1,0,1
417,BA,10,0.3,2,,,CO,0.9,25,uniform,a0|a3|a4|a5|a6|a7,1,1,1,0,1
418,BA,10,0.3,2,,,CO,0.9,25,average,a0|a3|a4|a6|a7|a9,1,1,1,0,1
419,BA,10,0.3,2,,,CO,0.9,30,uniform,a3|a4|a6|a7,0,0,0,0,1
420,BA,10,0.3,2,,,CO,0.9,30,average,a0|a3|a4|a6|a7|a9,1,1,1,0,1
421,BA,10,0.3,2,,,CO,1.0,5,uniform,a3|a4|a6|a7|a9,0,0,0,0,1
422,BA,10,0.3,2,,,CO,1.0,5,average,a3|a4|a5|a6|a7,0,0,0,0,1
423,BA,10,0.3,2,,,CO,1.0,10,uniform,a0|a3|a4|a5|a6|a7,1,1,1,0,1
424,BA,10,0.3,2,,,CO,1.0,10,average,a3|a4|a6|a7|a9,0,0,0,0,1
425,BA,10,0.3,2,,,CO,1.0,15,uniform,a3|a4|a6|a7,0,0,0,0,1
426,BA,10,0.3,2,,,CO,1.0,15,average,a0|a3|a4|a6|a7,0,0,0,0,1
427,BA,10,0.3,2,,,CO,1.0,20,uniform,a0|a3|a4|a5|a6|a7,1,1,1,0,1
428,BA,10,0.3,2,,,CO,1.0,20,average,a3|a4|a6|a7|a9,0,0,0,0,1
429,BA,10,0.3,2,,,CO,1.0,25,uniform,a3|a4|a6|a7|a9,0,0,0,0,1
430,BA,10,0.3,2,,,CO,1.0,25,average,a3|a4|a6|a7|a8|a9,1,1,1,0,1
431,BA,10,0.3,2,,,CO,1.0,30,uniform,a3|a4|a6|a7,0,0,0,0,1
432,BA,10,0.3,2,,,CO,1.0,30,average,a3|a4|a5|a6|a7,0,0,0,0,1
433,BA,10,0.4,0,,,PR,0.2,5,uniform,a0|a2|a3|a6|a7,0,0,0,0,0
434,BA,10,0.4,0,,,PR,0.2,5,average,a2|a3|a5|a6|a8|a9,0,0,0,0,0
435,BA,10,0.4,0,,,PR,0.2,10,uniform,a0|a2|a3|a6|a7,0,0,0,0,0
436,BA,10,0.4,0,,,PR,0.2,10,average,a1|a6|a7|a8,0,0,0,0,0
437,BA,10,0.4,0,,,PR,0.2,15,uniform,a0|a2|a3|a5|a6|a9,0,0,0,0,0
438,BA,10,0.4,0,,,PR,0.2,15,average,a1|a6|a7|a8,0,0,0,0,0
439,BA,10,0.4,0,,,PR,0.2,20,uniform,a2|a3|a5|a6|a8|a9,0,0,0,0,0
440,BA,10,0.4,0,,,PR,0.2,20,average,a2|a3|a5|a6|a8|a9,0,0,0,0,0
441,BA,10,0.4,0,,,PR,0.2,25,uniform,a2|a3|a5|a6|a8|a9,0,0,0,0,0
442,BA,10,0.4,0,,,PR,0.2,25,average,a2|a3|a6|a7|a8,0,0,0,0,0
443,BA,10,0.4,0,,,PR,0.2,30,uniform,a2|a3|a5|a6|a8|a9,0,0,0,0,0
444,BA,10,0.4,0,,,PR,0.2,30,average,a2|a3|a5|a6|a8|a9,0,0,0,0,0
445,BA,10,0.4,0,,,PR,0.3,5,uniform,a2|a3|a5|a6|a8|a9,0,0,0,0,0
446,BA,10,0.4,0,,,PR,0.3,5,average,a0|a2|a3|a6|a7,0,0,0,0,0
447,BA,10,0.4,0,,,PR,0.3,10,uniform,a0|a2|a3|a5|a6|a9,0,0,0,0,0
448,BA,10,0.4,0,,,PR,0.3,10,average,a0|a2|a3|a6|a7,0,0,0,0,0
449,BA,10,0.4,0,,,PR,0.3,15,uniform,a2|a3|a5|a6|a8|a9,0,0,0,0,0
450,BA,10,0.4,0,,,PR,0.3,15,average,a2|a3|a5|a6|a8|a9,0,0,0,0,0
451,BA,10,0.4,0,,,PR,0.3,20,uniform,a0|a2|a3|a6|a7,0,0,0,0,0
452,BA,10,0.4,0,,,PR,0.3,20,average,a2|a3|a6|a7|a8,0,0,0,0,0
453,BA,10,0.4,0,,,PR,0.3,25,uniform,a0|a2|a3|a5|a6|a9,0,0,0,0,0
454,BA,10,0.4,0,,,PR,0.3,25,average,a1|a6|a7|a8,0,0,0,0,0
455,BA,10,0.4,0,,,PR,0.3,30,uniform,a0|a2|a3|a5|a6|a9,0,0,0,0,0
456,BA,10,0.4,0,,,PR,0.3,30,average,a0|a2|a3|a6|a7,0,0,0,0,0
457,BA,10,0.4,0,,,PR,0.4,5,uniform,a1|a6|a7|a8,0,0,0,0,0
458,BA,10,0.4,0,,,PR,0.4,5,average,a2|a3|a6|a7|a8,0,0,0,0,0
459,BA,10,0.4,0,,,PR,0.4,10,uniform,a2|a3|a5|a6|a8|a9,0,0,0,0,0
460,BA,10,0.4,0,,,PR,0.4,10,average,a0|a2|a3|a5|a6|a9,0,0,0,0,0
461,BA,10,0.4,0,,,PR,0.4,15,uniform,a0|a2|a3|a6|a7,0,0,0,0,0
462,BA,10,0.4,0,,,PR,0.4,15,average,a0|a2|a3|a6|a7,0,0,0,0,0
463,BA,10,0.4,0,,,PR,0.4,20,uniform,a2|a3|a6|a7|a8,0,0,0,0,0
464,BA,10,0.4,0,,,PR,0.4,20,average,a2|a3|a5|a6|a8|a9,0,0,0,0,0
465,BA,10,0.4,0,,,PR,0.4,25,uniform,a2|a3|a6|a7|a8,0,0,0,0,0
466,BA,10,0.4,0,,,PR,0.4,25,average,a2|a3|a5|a6|a8|a9,0,0,0,0,0
467,BA,10,0.4,0,,,PR,0.4,30,uniform,a2|a3|a5|a6|a8|a9,0,0,0,0,0
468,BA,10,0.4,0,,,PR,0.4,30,average,a2|a3|a5|a6|a8|a9,0,0,0,0,0
469,BA,10,0.4,0,,,PR,0.5,5,uniform,a0|a2|a3|a5|a6|a9,0,0,0,0,0
470,BA,10,0.4,0,,,PR,0.5,5,average,a2|a3|a5|a6|a8|a9,0,0,0,0,1
471,BA,10,0.4,0,,,PR,0.5,10,uniform,a0|a2|a3|a5|a6|a9,0,0,0,0,0
472,BA,10,0.4,0,,,PR,0.5,10,average,a1|a6|a7|a8,0,0,0,0,0
473,BA,10,0.4,0,,,PR,0.5,15,uniform,a2|a3|a5|a6|a8|a9,0,0,0,0,0
474,BA,10,0.4,0,,,PR,0.5,15,average,a2|a3|a6|a7|a8,0,0,0,0,0
475,BA,10,0.4,0,,,PR,0.5,20,uniform,a1|a6|a7|a8,0,0,0,0,0
476,BA,10,0.4,0,,,PR,0.5,20,average,a2|a3|a6|a7|a8,0,0,0,0,1
477,BA,10,0.4,0,,,PR,0.5,25,uniform,a1|a6|a7|a8,0,0,0,0,1
478,BA,10,0.4,0,,,PR,0.5,25,average,a1|a6|a7|a8,0,0,0,0,0
479,BA,10,0.4,0,,,PR,0.5,30,uniform,a1|a6|a7|a8,0,0,0,0,0
480,BA,10,0.4,0,,,PR,0.5,30,average,a1|a6|a7|a8,0,0,0,0,1
481,BA,10,0.4,0,,,PR,0.6,5,uniform,a1|a6|a7|a8,0,0,0,0,1
482,BA,10,0.4,0,,,PR,0.6,5,average,a0|a2|a3|a5|a6|a9,1,1,1,0,1
483,BA,10,0.4,0,,,PR,0.6,10,uniform,a1|a6|a7|a8,0,0,0,0,1
484,BA,10,0.4,0,,,PR,0.6,10,average,a2|a3|a5|a6|a8|a9,0,0,0,0,1
485,BA,10,0.4,0,,,PR,0.6,15,uniform,a0|a2|a3|a5|a6|a9,1,0,0,0,1
486,BA,10,0.4,0,,,PR,0.6,15,average,a1|a6|a7|a8,1,1,1,0,1
487,BA,10,0.4,0,,,PR,0.6,20,uniform,a0|a2|a3|a5|a6|a9,1,1,1,0,1
488,BA,10,0.4,0,,,PR,0.6,20,average,a2|a3|a6|a7|a8,1,1,1,0,1
489,BA,10,0.4,0,,,PR,0.6,25,uniform,a0|a2|a3|a6|a7,1,1,1,0,1
490,BA,10,0.4,0,,,PR,0.6,25,average,a2|a3|a5|a6|a8|a9,1,1,1,0,1
491,BA,10,0.4,0,,,PR,0.6,30,uniform,a1|a6|a7|a8,1,1,0,0,1
492,BA,10,0.4,0,,,PR,0.6,30,average,a0|a2|a3|a6|a7,1,1,1,0,1
493,BA,10,0.4,0,,,PR,0.7,5,uniform,a0|a2|a3|a6|a7,1,1,1,0,1
494,BA,10,0.4,0,,,PR,0.7,5,average,a0|a2|a3|a6|a7,1,1,1,0,1
495,BA,10,0.4,0,,,PR,0.7,10,uniform,a0|a2|a3|a5|a6|a9,1,1,1,0,1
496,BA,10,0.4,0,,,PR,0.7,10,average,a0|a2|a3|a6|a7,1,1,1,0,1
497,BA,10,0.4,0,,,PR,0.7,15,uniform,a0|a2|a3|a6|a7,1,1,1,0,1
498,BA,10,0.4,0,,,PR,0.7,15,average,a0|a2|a3|a5|a6|a9,1,1,1,0,1
499,BA,10,0.4,0,,,PR,0.7,20,uniform,a0|a2|a3|a5|a6|a9,1,1,1,0,1
500,BA,10,0.4,0,,,PR,0.7,20,average,a2|a3|a6|a7|a8,1,1,1,0,1
501,BA,10,0.4,0,,,PR,0.7,25,uniform,a2|a3|a5|a6|a8|a9,1,1,1,0,1
502,BA,10,0.4,0,,,PR,0.7,25,average,a0|a2|a3|a6|a7,1,1,1,0,1
503,BA,10,0.4,0,,,PR,0.7,30,uniform,a1|a6|a7|a8,1,1,1,0,1
504,BA,10,0.4,0,,,PR,0.7,30,average,a0|a2|a3|a6|a7,1,1,1,0,1
505,BA,10,0.4,0,,,PR,0.8,5,uniform,a0|a2|a3|a5|a6|a9,1,1,1,0,1
506,BA,10,0.4,0,,,PR,0.8,5,average,a1|a6|a7|a8,1,1,1,0,1
507,BA,10,0.4,0,,,PR,0.8,10,uniform,a1|a6|a7|a8,1,1,1,0,1
508,BA,10,0.4,0,,,PR,0.8,10,average,a2|a3|a6|a7|a8,1,1,1,0,1
509,BA,10,0.4,0,,,PR,0.8,15,uniform,a2|a3|a5|a6|a8|a9,1,1,1,0,1
510,BA,10,0.4,0,,,PR,0.8,15,average,a2|a3|a6|a7|a8,1,1,1,0,1
511,BA,10,0.4,0,,,PR,0.8,20,uniform,a1|a6|a7|a8,1,1,1,0,1
512,BA,10,0.4,0,,,PR,0.8,20,average,a0|a2|a3|a6|a7,1,1,1,0,1
513,BA,10,0.4,0,,,PR,0.8,25,uniform,a0|a2|a3|a5|a6|a9,1,1,1,0,1
514,BA,10,0.4,0,,,PR,0.8,25,average,a0|a2|a3|a5|a6|a9,1,1,1,0,1
515,BA,10,0.4,0,,,PR,0.8,30,uniform,a2|a3|a6|a7|a8,1,1,1,0,1
516,BA,10,0.4,0,,,PR,0.8,30,average,a0|a2|a3|a6|a7,1,1,1,0,1
517,BA,10,0.4,0,,,PR,0.9,5,uniform,a2|a3|a6|a7|a8,1,1,1,0,1
518,BA,10,0.4,0,,,PR,0.9,5,average,a2|a3|a5|a6|a8|a9,1,1,1,0,1
519,BA,10,0.4,0,,,PR,0.9,10,uniform,a0|a2|a3|a6|a7,1,1,1,0,1
520,BA,10,0.4,0,,,PR,0.9,10,average,a0|a2|a3|a6|a7,1,1,1,0,1
521,BA,10,0.4,0,,,PR,0.9,15,uniform,a0|a2|a3|a6|a7,1,1,1,0,1
522,BA,10,0.4,0,,,PR,0.9,15,average,a0|a2|a3|a6|a7,1,1,1,0,1
523,BA,10,0.4,0,,,PR,0.9,20,uniform,a0|a2|a3|a5|a6|a9,1,1,1,0,1
524,BA,10,0.4,0,,,PR,0.9,20,average,a1|a6|a7|a8,1,1,1,0,1
